web-scraper-order,web-scraper-start-url,category,category-href,subcate,subcate-href,PRODU,PRODU-href,NAME,UNIDAD,PRECIO,PREC
"1572321633-352","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ensaladas y Verduras Empacadas / Picadas","https://www.tottus.com.pe/tottus/browse/Ensaladas-y-Verduras-Empacadas-Picadas/11.02.07","","https://www.tottus.com.pe/tottus/product/TOTTUS/Verduras-para-Sopa-Mixta/41076353?navAction=jump&navCount=126","Verduras para Sopa Mixta  
										TOTTUS","Envase x 300g","S/ 6.49",""
"1572321871-413","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Zanahoria/40621224?navAction=jump&navCount=242","Zanahoria   
										TOTTUS","1Kg es aprox. 4un","S/ 1.99","(
      S/ 1.99
    /KG)"
"1572322140-479","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Manzana-Royal-Gala-Importada/10161826?navAction=jump&navCount=364","Manzana Royal Gala Importada   
										TOTTUS","1Kg es aprox. 7un","S/ 6.99","(
      S/ 6.99
    /KG)"
"1572321487-314","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Masa Wantan y Otros","https://www.tottus.com.pe/tottus/browse/Masa-Wantan-y-Otros/cat1260026","","https://www.tottus.com.pe/tottus/product/SAN-SEN/Pasta-Wantan/10308499?navAction=jump&navCount=42","Pasta Wantan   
										SAN SEN","Bolsa x 500g","S/ 2.99",""
"1572321825-402","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Cebollas, Ajos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Cebollas,-Ajos-y-otros-B%C3%A1sicos/11.02.02","","https://www.tottus.com.pe/tottus/product/TOTTUS/Rocoto/10163746?navAction=jump&navCount=220","Rocoto   
										TOTTUS","Unidad","S/ 1.89",""
"1572321956-434","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Frutas","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Frutas/cat1310036","Frutas importadas","https://www.tottus.com.pe/tottus/browse/Frutas-importadas/11.01.03","","https://www.tottus.com.pe/tottus/product/TOTTUS/Manzana-Royal-Gala-Importada/10161826?navAction=jump&navCount=290","Manzana Royal Gala Importada   
										TOTTUS","1Kg es aprox. 7un","S/ 6.99","(
      S/ 6.99
    /KG)"
"1572321524-324","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/TOTTUS/Champi%C3%B1on-Entero/41041149?navAction=jump&navCount=52","Champiñon Entero  
										TOTTUS","Envase x 200g","S/ 4.99",""
"1572321717-375","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Tomate-Italiano-Selecto/40350582?navAction=jump&navCount=156","Tomate Italiano Selecto  
										TOTTUS","1Kg es aprox. 8un","S/ 3.49","(
      S/ 3.49
    /KG)"
"1572322038-452","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Limones, Naranjas y otros Cítricos","https://www.tottus.com.pe/tottus/browse/Limones,-Naranjas-y-otros-C%C3%ADtricos/11.01.02","","https://www.tottus.com.pe/tottus/product/TOTTUS/Toronja-Rosada/10191827?navAction=jump&navCount=322","Toronja Rosada   
										TOTTUS","400g es aprox. 1un","S/ 1.60","(
      S/ 3.99
    /KG)"
"1572321478-311","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Masa Wantan y Otros","https://www.tottus.com.pe/tottus/browse/Masa-Wantan-y-Otros/cat1260026","","https://www.tottus.com.pe/tottus/product/LA-PASTA/Fideos-Chinos/10165922?navAction=jump&navCount=42","Fideos Chinos  
										LA PASTA","Bolsa x 1Kg","S/ 5.89",""
"1572321863-411","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Zapallo-Macre/10162974?navAction=jump&navCount=242","Zapallo Macre   
										TOTTUS","Granel","S/ 3.49","(
      S/ 3.49
    /KG)"
"1572321882-416","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Pepinillo/10163013?navAction=jump&navCount=242","Pepinillo   
										TOTTUS","500g es aprox. 1un","S/ 1.84","(
      S/ 3.69
    /KG)"
"1572322098-467","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Papayas, Piñas y Tropicales","https://www.tottus.com.pe/tottus/browse/Papayas,-Pi%C3%B1as-y-Tropicales/11.01.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Mel%C3%B3n-Coquito/10162738?navAction=jump&navCount=334","Melón Coquito   
										TOTTUS","1.5Kg es aprox. 1un","S/ 6.44","(
      S/ 4.29
    /KG)"
"1572321917-425","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Choclos, Tomates y Lechugas","https://www.tottus.com.pe/tottus/browse/Choclos,-Tomates-y-Lechugas/11.02.04","","https://www.tottus.com.pe/tottus/product/LINEA-VERDE/Lechuga-Roja/10471113?navAction=jump&navCount=272","Lechuga Roja  
										LINEA VERDE","Bolsa x 200g","S/ 5.29",""
"1572322064-458","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Papayas, Piñas y Tropicales","https://www.tottus.com.pe/tottus/browse/Papayas,-Pi%C3%B1as-y-Tropicales/11.01.09","","https://www.tottus.com.pe/tottus/product/FRUTIFAST/Aguaymanto/40474243?navAction=jump&navCount=334","Aguaymanto  
										FRUTIFAST","Envase x 250g","S/ 5.89",""
"1572321501-317","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/TOTTUS/Ajos-Pelados/41076332?navAction=jump&navCount=52","Ajos Pelados  
										TOTTUS","Envase x 250g","S/ 9.89",""
"1572321900-421","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Apio/10162986?navAction=jump&navCount=242","Apio   
										TOTTUS","Unidad","S/ 2.29",""
"1572321878-415","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Pimiento-Morron/10163556?navAction=jump&navCount=242","Pimiento Morron   
										TOTTUS","300g es aprox. 2un","S/ 1.80","(
      S/ 5.99
    /KG)"
"1572321435-298","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/TOTTUS/Ajos-Pelados/41076332?navAction=jump&navCount=12","Ajos Pelados  
										TOTTUS","Envase x 250g","S/ 9.89",""
"1572321690-367","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Lechuga-Crespa/40354154?navAction=jump&navCount=156","Lechuga Crespa   
										TOTTUS","Bolsa x 300g","S/ 2.49",""
"1572321460-306","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/TOTTUS/Brocoli/10164477?navAction=jump&navCount=12","Brocoli  
										TOTTUS","600g es aprox. 1un","S/ 2.99","(
      S/ 4.99
    /KG)"
"1572321650-357","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ensaladas y Verduras Empacadas / Picadas","https://www.tottus.com.pe/tottus/browse/Ensaladas-y-Verduras-Empacadas-Picadas/11.02.07","","https://www.tottus.com.pe/tottus/product/VERDE-PURO/Mix-de-Lechugas/10167214?navAction=jump&navCount=126","Mix de Lechugas   
										VERDE PURO","Bolsa x 200g","S/ 5.69",""
"1572321845-407","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Cebollas, Ajos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Cebollas,-Ajos-y-otros-B%C3%A1sicos/11.02.02","","https://www.tottus.com.pe/tottus/product/TOTTUS/Aji-Amarillo/10164463?navAction=jump&navCount=220","Aji Amarillo  
										TOTTUS","100g es aprox. 2un","S/ 0.48","(
      S/ 4.79
    /KG)"
"1572321797-395","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Papas, Camotes y otros Tubérculos","https://www.tottus.com.pe/tottus/browse/Papas,-Camotes-y-otros-Tub%C3%A9rculos/cat1260016","","https://www.tottus.com.pe/tottus/product/TOTTUS/Papa-Blanca-Yungay-Natural/10424942?navAction=jump&navCount=198","Papa Blanca Yungay Natural   
										TOTTUS","1.4Kg es aprox. 4un","S/ 3.49","(
      S/ 2.49
    /KG)"
"1572321535-328","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/TOTTUS/Cebolla-Roja/40643507?navAction=jump&navCount=52","Cebolla Roja  
										TOTTUS","1Kg es aprox. 4un","S/ 1.49","(
      S/ 1.49
    /KG)"
"1572322041-453","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Limones, Naranjas y otros Cítricos","https://www.tottus.com.pe/tottus/browse/Limones,-Naranjas-y-otros-C%C3%ADtricos/11.01.02","","https://www.tottus.com.pe/tottus/product/TOTTUS/Lim%C3%B3n-Tahit%C3%AD/10161936?navAction=jump&navCount=322","Limón Tahití   
										TOTTUS","200g es aprox. 6un","S/ 0.80","(
      S/ 3.99
    /KG)"
"1572321833-404","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Cebollas, Ajos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Cebollas,-Ajos-y-otros-B%C3%A1sicos/11.02.02","","https://www.tottus.com.pe/tottus/product/TOTTUS/Cebolla-Blanca/40322855?navAction=jump&navCount=220","Cebolla Blanca   
										TOTTUS","600g es aprox. 2un","S/ 1.19","(
      S/ 1.99
    /KG)"
"1572321597-344","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/cat1260023","","https://www.tottus.com.pe/tottus/product/TOTTUS/Arveja-Americana/10162060?navAction=jump&navCount=82","Arveja Americana   
										TOTTUS","Granel","S/ 0.60","(
      S/ 5.99
    /KG)"
"1572322090-465","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Papayas, Piñas y Tropicales","https://www.tottus.com.pe/tottus/browse/Papayas,-Pi%C3%B1as-y-Tropicales/11.01.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Pi%C3%B1a-Hawai%C2%A0/10162520?navAction=jump&navCount=334","Piña Hawai   
										TOTTUS","1.8Kg es aprox. 1un","S/ 3.04","(
      S/ 1.69
    /KG)"
"1572321800-396","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Papas, Camotes y otros Tubérculos","https://www.tottus.com.pe/tottus/browse/Papas,-Camotes-y-otros-Tub%C3%A9rculos/cat1260016","","https://www.tottus.com.pe/tottus/product/TOTTUS/Camote-Amarillo/20002755?navAction=jump&navCount=198","Camote Amarillo  
										TOTTUS","800g es aprox. 2un","S/ 1.27","(
      S/ 1.59
    /KG)"
"1572322143-480","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Manzana-Roja-Importada-Premium/40632061?navAction=jump&navCount=364","Manzana Roja Importada Premium   
										TOTTUS","1Kg es aprox. 5un","S/ 6.99","(
      S/ 6.99
    /KG)"
"1572321790-393","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Papas, Camotes y otros Tubérculos","https://www.tottus.com.pe/tottus/browse/Papas,-Camotes-y-otros-Tub%C3%A9rculos/cat1260016","","https://www.tottus.com.pe/tottus/product/TOTTUS/Yuca-Amarilla/10164067?navAction=jump&navCount=198","Yuca Amarilla   
										TOTTUS","500g es aprox. 1un","S/ 1.44","(
      S/ 2.89
    /KG)"
"1572321470-309","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Ver todas","https://www.tottus.com.pe/tottus/browse/Ver-todas/cat1260029","","https://www.tottus.com.pe/tottus/product/TOTTUS/Col-China-Mitad/10164957?navAction=jump&navCount=12","Col China Mitad   
										TOTTUS","Unidad","S/ 5.49",""
"1572321930-429","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Choclos, Tomates y Lechugas","https://www.tottus.com.pe/tottus/browse/Choclos,-Tomates-y-Lechugas/11.02.04","","https://www.tottus.com.pe/tottus/product/TOTTUS/Lechuga-Crespa/40354154?navAction=jump&navCount=272","Lechuga Crespa   
										TOTTUS","Bolsa x 300g","S/ 2.49",""
"1572321670-363","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ensaladas y Verduras Empacadas / Picadas","https://www.tottus.com.pe/tottus/browse/Ensaladas-y-Verduras-Empacadas-Picadas/11.02.07","","https://www.tottus.com.pe/tottus/product/TOTTUS/Ensalada-Rusa/41076342?navAction=jump&navCount=126","Ensalada Rusa   
										TOTTUS","Envase x 500g","S/ 8.99",""
"1572321841-406","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Cebollas, Ajos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Cebollas,-Ajos-y-otros-B%C3%A1sicos/11.02.02","","https://www.tottus.com.pe/tottus/product/TOTTUS/Aji-Mirasol/10164435?navAction=jump&navCount=220","Aji Mirasol   
										TOTTUS","50g es aprox. 5un","S/ 1.09","(
      S/ 21.79
    /KG)"
"1572322130-476","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Pl%C3%A1tano-Biscocho/10162544?navAction=jump&navCount=364","Plátano Biscocho  
										TOTTUS","1Kg es aprox. 10un","S/ 5.59","(
      S/ 5.59
    /KG)"
"1572322014-447","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Fresas y Berries","https://www.tottus.com.pe/tottus/browse/Fresas-y-Berries/cat1310035","","https://www.tottus.com.pe/tottus/product/TOTTUS/Blueberrie-Premium/41279659?navAction=jump&navCount=300","Blueberrie Premium  
										TOTTUS","Envase x 125g","S/ 2.99",""
"1572322133-477","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Pl%C3%A1tano-de-Isla/10162549?navAction=jump&navCount=364","Plátano de Isla   
										TOTTUS","Unidad","S/ 0.89",""
"1572322003-444","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Fresas y Berries","https://www.tottus.com.pe/tottus/browse/Fresas-y-Berries/cat1310035","","https://www.tottus.com.pe/tottus/product/FRUTIFAST/Aguaymanto/40474243?navAction=jump&navCount=300","Aguaymanto  
										FRUTIFAST","Envase x 250g","S/ 5.89",""
"1572321673-364","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ensaladas y Verduras Empacadas / Picadas","https://www.tottus.com.pe/tottus/browse/Ensaladas-y-Verduras-Empacadas-Picadas/11.02.07","","https://www.tottus.com.pe/tottus/product/TOTTUS/Ensalada-Mix-de-Lechuga/41674254?navAction=jump&navCount=126","Ensalada Mix de Lechuga  
										TOTTUS","Envase x 150g","S/ 5.70",""
"1572321558-333","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/cat1260023","","https://www.tottus.com.pe/tottus/product/TOTTUS/Olluquito/41076347?navAction=jump&navCount=82","Olluquito  
										TOTTUS","Envase x 50g","S/ 7.99",""
"1572321611-347","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Hierbas Aromáticas / Infusiones","https://www.tottus.com.pe/tottus/browse/Hierbas-Arom%C3%A1ticas-Infusiones/cat1260022","","https://www.tottus.com.pe/tottus/product/TOTTUS/Hierba-Buena/10162937?navAction=jump&navCount=112","Hierba Buena   
										TOTTUS","Unidad","S/ 1.49",""
"1572321818-400","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Cebollas, Ajos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Cebollas,-Ajos-y-otros-B%C3%A1sicos/11.02.02","","https://www.tottus.com.pe/tottus/product/LINEA-VERDE/Cebollita-Baby/20036003?navAction=jump&navCount=220","Cebollita Baby  
										LINEA VERDE","Envase x 250g","S/ 6.69",""
"1572322149-482","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Pera-Packhams/10161865?navAction=jump&navCount=364","Pera Packhams   
										TOTTUS","600g es aprox. 4un","S/ 3.89","(
      S/ 6.49
    /KG)"
"1572321676-365","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Ensaladas y Verduras Empacadas / Picadas","https://www.tottus.com.pe/tottus/browse/Ensaladas-y-Verduras-Empacadas-Picadas/11.02.07","","https://www.tottus.com.pe/tottus/product/TOTTUS/Arverjita/41076334?navAction=jump&navCount=126","Arverjita   
										TOTTUS","Envase x 200g","S/ 6.99",""
"1572322124-474","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Manzanas, Plátanos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Manzanas,-Pl%C3%A1tanos-y-otros-B%C3%A1sicos/11.01.06","","https://www.tottus.com.pe/tottus/product/TOTTUS/Manzana-Delicia/10160808?navAction=jump&navCount=364","Manzana Delicia   
										TOTTUS","570g es aprox. 5un","S/ 1.88","(
      S/ 3.29
    /KG)"
"1572321995-442","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Fresas y Berries","https://www.tottus.com.pe/tottus/browse/Fresas-y-Berries/cat1310035","","https://www.tottus.com.pe/tottus/product/TOTTUS/Aguaymanto/40955203?navAction=jump&navCount=300","Aguaymanto  
										TOTTUS","Envase x 250g","S/ 5.69",""
"1572321848-408","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Cebollas, Ajos y otros Básicos","https://www.tottus.com.pe/tottus/browse/Cebollas,-Ajos-y-otros-B%C3%A1sicos/11.02.02","","https://www.tottus.com.pe/tottus/product/TOTTUS/Aji-Limo/10164432?navAction=jump&navCount=220","Aji Limo   
										TOTTUS","50g es aprox. 2un","S/ 0.50","(
      S/ 9.99
    /KG)"
"1572321772-388","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Papas, Camotes y otros Tubérculos","https://www.tottus.com.pe/tottus/browse/Papas,-Camotes-y-otros-Tub%C3%A9rculos/cat1260016","","https://www.tottus.com.pe/tottus/product/TOTTUS/Papa-Perricholi-Procesada/10164150?navAction=jump&navCount=198","Papa Perricholi Procesada   
										TOTTUS","1Kg es aprox. 4un","S/ 3.59","(
      S/ 3.59
    /KG)"
"1572321693-368","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Ver Todas","https://www.tottus.com.pe/tottus/browse/Ver-Todas/11.02.01","","https://www.tottus.com.pe/tottus/product/TOTTUS/Lechuga-Americana/10163014?navAction=jump&navCount=156","Lechuga Americana   
										TOTTUS","Unidad","S/ 1.99",""
"1572321493-315","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Mundo Chino","https://www.tottus.com.pe/tottus/browse/Mundo-Chino/cat1260024","Verdura China","https://www.tottus.com.pe/tottus/browse/Verdura-China/cat1260025","","https://www.tottus.com.pe/tottus/product/TOTTUS/Jo-Lan-Tau/10164303?navAction=jump&navCount=52","Jo Lan Tau  
										TOTTUS","Granel","S/ 4.47","(
      S/ 14.89
    /KG)"
"1572321614-348","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Hierbas Aromáticas / Infusiones","https://www.tottus.com.pe/tottus/browse/Hierbas-Arom%C3%A1ticas-Infusiones/cat1260022","","https://www.tottus.com.pe/tottus/product/TOTTUS/Culantro/40643098?navAction=jump&navCount=112","Culantro   
										TOTTUS","Atado","S/ 0.89",""
"1572321921-426","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Choclos, Tomates y Lechugas","https://www.tottus.com.pe/tottus/browse/Choclos,-Tomates-y-Lechugas/11.02.04","","https://www.tottus.com.pe/tottus/product/VERDE-PURO/Lechuga-Romana/20062753?navAction=jump&navCount=272","Lechuga Romana  
										VERDE PURO","Bolsa","S/ 3.99",""
"1572321625-351","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Más Verduras","https://www.tottus.com.pe/tottus/browse/M%C3%A1s-Verduras/11.04","Hierbas Aromáticas / Infusiones","https://www.tottus.com.pe/tottus/browse/Hierbas-Arom%C3%A1ticas-Infusiones/cat1260022","","https://www.tottus.com.pe/tottus/product/TOTTUS/Albahaca/40643099?navAction=jump&navCount=112","Albahaca  
										TOTTUS","Atado","S/ 1.99",""
"1572321867-412","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Verduras","https://www.tottus.com.pe/tottus/browse/Verduras/11.02","Brócoli, Apio y Hortalizas","https://www.tottus.com.pe/tottus/browse/Br%C3%B3coli,-Apio-y-Hortalizas/11.02.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Zapallo-Italiano/10162967?navAction=jump&navCount=242","Zapallo Italiano   
										TOTTUS","Unidad","S/ 2.39",""
"1572322086-464","https://www.tottus.com.pe/tottus/browse/Frutas-y-Verduras/11","Frutas","https://www.tottus.com.pe/tottus/browse/Frutas/11.01","Papayas, Piñas y Tropicales","https://www.tottus.com.pe/tottus/browse/Papayas,-Pi%C3%B1as-y-Tropicales/11.01.09","","https://www.tottus.com.pe/tottus/product/TOTTUS/Sand%C3%ADa-Rayada/10162762?navAction=jump&navCount=334","Sandía Rayada  
										TOTTUS","5Kg es aprox. 1/2 sandia","S/ 9.95","(
      S/ 1.99
    /KG)"
